shuttle_id,review_scores_rating,review_scores_comfort,review_scores_amenities,review_scores_trip,review_scores_crew,review_scores_location,review_scores_price,number_of_reviews,reviews_per_month
30919,93.0,10.0,10.0,10.0,10.0,10.0,10.0,8,2.82
42750,96.0,10.0,10.0,10.0,10.0,10.0,9.0,10,1.35
75104,98.0,10.0,10.0,10.0,10.0,10.0,10.0,195,5.69
54311,,,,,,,,0,
6096,,,,,,,,0,
20540,97.0,10.0,10.0,10.0,10.0,10.0,10.0,20,1.26
25529,,,,,,,,0,
41777,95.0,10.0,10.0,10.0,10.0,10.0,10.0,4,1.21
64029,89.0,10.0,10.0,10.0,10.0,10.0,9.0,7,0.77
35572,87.0,8.0,8.0,10.0,9.0,9.0,8.0,10,0.63
7205,98.0,10.0,10.0,10.0,10.0,10.0,10.0,17,1.96
3726,,,,,,,,0,
35333,,,,,,,,0,
13544,,,,,,,,0,
57111,,,,,,,,0,
42080,90.0,9.0,10.0,10.0,9.0,10.0,10.0,8,0.57
30479,80.0,8.0,8.0,8.0,8.0,8.0,8.0,1,0.03
53283,,,,,,,,0,
20082,80.0,10.0,4.0,10.0,10.0,10.0,8.0,1,1.0
54911,98.0,10.0,9.0,10.0,10.0,10.0,10.0,8,0.32
5774,92.0,9.0,9.0,10.0,9.0,9.0,9.0,19,3.37
7811,,,,,,,,0,
68843,,,,,,,,0,
5529,93.0,9.0,9.0,10.0,10.0,10.0,9.0,99,1.6
71015,92.0,10.0,9.0,10.0,10.0,9.0,9.0,100,1.31
30522,85.0,9.0,9.0,10.0,10.0,10.0,9.0,49,6.87
45634,97.0,10.0,10.0,10.0,10.0,10.0,10.0,43,1.68
49505,,,,,,,,0,
47461,98.0,10.0,10.0,10.0,10.0,9.0,10.0,51,1.14
56809,97.0,10.0,10.0,10.0,10.0,10.0,9.0,71,2.2
57004,98.0,10.0,9.0,10.0,10.0,8.0,10.0,9,0.46
31275,60.0,7.0,7.0,10.0,9.0,10.0,7.0,3,1.96
9971,,,,,,,,0,
58879,,,,,,,,0,
17288,88.0,9.0,9.0,9.0,9.0,9.0,9.0,61,0.79
31381,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,1.87
68251,99.0,10.0,10.0,10.0,10.0,9.0,10.0,61,1.52
54957,,,,,,,,0,
14401,,,,,,,,0,
9277,100.0,9.0,10.0,10.0,10.0,10.0,10.0,4,0.2
33212,,,,,,,,0,
22589,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.03
3382,93.0,10.0,9.0,10.0,10.0,9.0,10.0,6,0.53
55563,93.0,10.0,9.0,10.0,10.0,10.0,9.0,3,0.55
27233,,,,,,,,0,
58768,,,,,,,,0,
48604,80.0,6.0,8.0,10.0,10.0,8.0,10.0,1,0.04
46650,98.0,10.0,10.0,10.0,10.0,9.0,10.0,10,2.17
68482,100.0,10.0,9.0,10.0,6.0,8.0,8.0,2,1.09
74383,100.0,10.0,10.0,10.0,10.0,10.0,9.0,2,0.37
5128,,,,,,,,0,
49424,74.0,8.0,8.0,9.0,9.0,9.0,8.0,80,1.94
40813,91.0,9.0,9.0,9.0,9.0,9.0,8.0,7,1.49
65083,,,,,,,,0,
47141,90.0,10.0,9.0,10.0,10.0,10.0,10.0,4,0.79
48400,100.0,10.0,9.0,10.0,10.0,10.0,9.0,2,0.07
34966,79.0,9.0,8.0,10.0,10.0,10.0,8.0,111,6.88
71889,96.0,10.0,10.0,10.0,10.0,10.0,9.0,85,2.22
17515,97.0,10.0,10.0,10.0,10.0,10.0,9.0,13,1.76
28447,98.0,10.0,10.0,10.0,10.0,10.0,10.0,13,6.29
27218,90.0,10.0,10.0,9.0,8.0,10.0,9.0,2,0.87
19578,100.0,8.0,8.0,10.0,10.0,10.0,10.0,2,0.1
54959,100.0,8.0,9.0,9.0,9.0,9.0,9.0,3,0.62
37054,,,,,,,,1,0.11
33959,93.0,9.0,10.0,10.0,9.0,9.0,9.0,16,0.51
53005,100.0,10.0,10.0,10.0,10.0,10.0,10.0,23,1.4
45052,70.0,10.0,10.0,10.0,10.0,10.0,6.0,2,0.06
61394,95.0,9.0,9.0,10.0,10.0,10.0,10.0,4,0.11
24553,,,,,,,,0,
1847,80.0,10.0,8.0,10.0,10.0,10.0,9.0,4,2.73
38403,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.48
58166,98.0,10.0,10.0,10.0,10.0,10.0,10.0,40,0.9
42484,80.0,10.0,6.0,10.0,8.0,10.0,8.0,1,0.06
3420,50.0,6.0,6.0,8.0,6.0,7.0,6.0,3,0.16
33269,,,,,,,,0,
60822,,,,,,,,0,
15632,100.0,10.0,10.0,10.0,10.0,10.0,8.0,3,0.67
63227,97.0,10.0,9.0,10.0,10.0,9.0,10.0,20,0.81
63082,91.0,10.0,9.0,10.0,10.0,9.0,9.0,8,0.31
74473,96.0,10.0,10.0,9.0,10.0,10.0,9.0,10,1.54
6986,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.07
16190,96.0,9.0,10.0,9.0,10.0,9.0,10.0,14,1.15
6794,,,,,,,,0,
36049,91.0,10.0,9.0,10.0,10.0,10.0,9.0,7,2.92
11859,,,,,,,,0,
47503,93.0,9.0,9.0,9.0,9.0,10.0,9.0,6,0.67
43134,,,,,,,,1,0.16
18692,,,,,,,,0,
45273,,,,,,,,0,
76073,100.0,10.0,10.0,10.0,10.0,10.0,10.0,10,0.22
9386,98.0,10.0,10.0,10.0,10.0,10.0,10.0,41,0.86
50593,100.0,10.0,10.0,9.0,10.0,10.0,9.0,2,0.07
9876,96.0,10.0,10.0,10.0,10.0,9.0,10.0,21,0.34
13676,,,,,,,,0,
17414,,,,,,,,0,
70032,88.0,9.0,9.0,9.0,9.0,8.0,8.0,22,0.43
22896,93.0,10.0,10.0,10.0,10.0,9.0,9.0,9,1.55
19986,92.0,10.0,9.0,10.0,10.0,10.0,9.0,34,0.8
71020,94.0,9.0,9.0,10.0,10.0,10.0,9.0,194,2.5
12196,93.0,9.0,9.0,10.0,10.0,9.0,10.0,24,1.46
57690,78.0,8.0,8.0,9.0,8.0,9.0,8.0,81,2.27
64860,98.0,10.0,10.0,10.0,10.0,10.0,10.0,73,1.53
32193,100.0,10.0,10.0,10.0,10.0,9.0,9.0,3,1.8
76333,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.05
38278,99.0,10.0,10.0,10.0,10.0,9.0,10.0,18,0.97
71780,,,,,,,,0,
1314,92.0,9.0,10.0,9.0,9.0,9.0,9.0,14,0.94
35373,93.0,10.0,10.0,9.0,9.0,10.0,9.0,11,1.38
62616,,,,,,,,0,
62227,92.0,9.0,10.0,10.0,10.0,10.0,9.0,105,1.58
69152,,,,,,,,0,
58215,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.2
68070,96.0,10.0,9.0,10.0,10.0,10.0,9.0,17,0.63
43292,80.0,9.0,10.0,9.0,9.0,10.0,9.0,2,0.37
72371,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.43
6116,93.0,10.0,9.0,10.0,10.0,9.0,9.0,11,0.15
73741,99.0,10.0,10.0,10.0,10.0,10.0,10.0,74,2.25
21083,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.78
57202,100.0,10.0,10.0,10.0,10.0,9.0,10.0,13,0.35
8504,93.0,9.0,9.0,9.0,9.0,9.0,9.0,14,0.36
18998,,,,,,,,0,
55323,,,,,,,,0,
16698,99.0,10.0,10.0,10.0,10.0,10.0,10.0,35,0.79
39283,,,,,,,,0,
51791,,,,,,,,0,
34988,,,,,,,,0,
5545,95.0,9.0,10.0,10.0,10.0,9.0,10.0,4,4.0
50923,,,,,,,,0,
23153,87.0,9.0,9.0,8.0,8.0,8.0,9.0,20,0.93
11719,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.06
56960,,,,,,,,0,
9136,89.0,9.0,9.0,8.0,9.0,10.0,9.0,10,0.47
45067,,,,,,,,0,
43130,97.0,10.0,9.0,10.0,10.0,10.0,9.0,21,1.68
15268,87.0,10.0,9.0,9.0,10.0,10.0,9.0,3,1.34
18605,100.0,10.0,10.0,10.0,10.0,9.0,10.0,2,0.23
25615,99.0,10.0,10.0,10.0,10.0,10.0,10.0,33,0.67
13218,100.0,10.0,10.0,10.0,10.0,9.0,10.0,2,2.0
25805,99.0,10.0,10.0,10.0,10.0,10.0,10.0,14,1.33
72749,,,,,,,,0,
72632,96.0,10.0,10.0,10.0,10.0,10.0,10.0,63,1.88
40487,90.0,10.0,10.0,10.0,10.0,10.0,9.0,10,5.0
70463,,,,,,,,0,
23574,,,,,,,,0,
45358,93.0,10.0,9.0,10.0,10.0,9.0,9.0,18,0.48
51251,,,,,,,,0,
35780,95.0,9.0,10.0,10.0,10.0,10.0,10.0,22,0.56
45011,90.0,9.0,9.0,9.0,9.0,9.0,9.0,23,0.8
67801,98.0,10.0,10.0,10.0,10.0,10.0,10.0,69,1.12
72892,60.0,8.0,4.0,6.0,6.0,8.0,8.0,3,0.41
11840,,,,,,,,0,
17029,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7,2.47
39957,97.0,10.0,10.0,10.0,10.0,10.0,10.0,18,0.3
68855,96.0,10.0,10.0,10.0,10.0,10.0,9.0,20,0.5
51536,98.0,10.0,10.0,10.0,10.0,9.0,10.0,58,1.34
29523,92.0,10.0,9.0,9.0,10.0,9.0,9.0,18,1.29
70070,97.0,10.0,9.0,10.0,10.0,9.0,10.0,115,6.56
42404,93.0,9.0,10.0,10.0,9.0,10.0,10.0,8,0.57
8508,91.0,9.0,9.0,10.0,10.0,9.0,10.0,7,1.4
32321,98.0,10.0,10.0,10.0,10.0,9.0,10.0,12,0.78
812,83.0,10.0,9.0,10.0,9.0,9.0,9.0,12,2.07
29676,90.0,10.0,9.0,10.0,10.0,9.0,10.0,10,0.34
10221,93.0,9.0,10.0,10.0,10.0,10.0,9.0,9,0.2
75881,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.12
22906,100.0,10.0,9.0,10.0,10.0,9.0,10.0,2,0.54
47162,,,,,,,,0,
37507,98.0,10.0,10.0,10.0,10.0,10.0,10.0,22,0.53
49389,,,,,,,,0,
67950,84.0,10.0,9.0,9.0,10.0,10.0,8.0,5,0.17
17265,100.0,10.0,8.0,10.0,10.0,10.0,10.0,2,0.04
42299,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.06
5901,,,,,,,,2,0.36
69460,99.0,10.0,10.0,10.0,10.0,9.0,10.0,69,2.57
76515,100.0,10.0,10.0,,10.0,,,1,0.06
17356,97.0,10.0,10.0,10.0,10.0,9.0,10.0,22,1.59
65438,,,,,,,,0,
46525,100.0,10.0,9.0,10.0,10.0,7.0,8.0,2,0.5
69846,80.0,10.0,6.0,10.0,10.0,10.0,10.0,1,1.0
55207,,,,,,,,0,
36703,83.0,9.0,9.0,10.0,9.0,9.0,9.0,15,1.03
55662,85.0,10.0,8.0,10.0,10.0,8.0,8.0,11,0.59
21354,94.0,9.0,9.0,10.0,10.0,10.0,9.0,128,2.15
25613,93.0,9.0,9.0,10.0,10.0,10.0,10.0,3,0.17
23594,60.0,2.0,2.0,4.0,10.0,10.0,6.0,1,0.2
881,98.0,10.0,10.0,10.0,10.0,9.0,10.0,93,1.69
42642,90.0,9.0,9.0,10.0,9.0,9.0,9.0,154,4.06
32044,94.0,10.0,9.0,10.0,10.0,9.0,9.0,158,4.37
19197,80.0,10.0,8.0,10.0,10.0,10.0,8.0,1,0.23
11466,,,,,,,,0,
6092,80.0,7.0,9.0,8.0,9.0,8.0,8.0,2,2.0
39012,97.0,10.0,10.0,10.0,10.0,9.0,9.0,69,1.18
39614,80.0,10.0,9.0,10.0,10.0,10.0,10.0,3,0.82
26208,,,,,,,,0,
22912,100.0,10.0,10.0,10.0,10.0,10.0,10.0,10,1.27
7030,,,,,,,,0,
71814,95.0,10.0,9.0,10.0,10.0,10.0,10.0,8,0.54
45673,,,,,,,,0,
37977,85.0,9.0,7.0,9.0,10.0,9.0,9.0,90,1.06
21093,99.0,10.0,10.0,10.0,10.0,10.0,10.0,46,2.19
851,98.0,10.0,10.0,8.0,10.0,10.0,10.0,9,0.91
17167,97.0,10.0,9.0,10.0,10.0,9.0,10.0,39,0.63
31366,72.0,8.0,7.0,8.0,8.0,8.0,8.0,5,1.03
3987,93.0,9.0,9.0,9.0,10.0,10.0,9.0,10,0.19
46205,90.0,9.0,8.0,10.0,10.0,10.0,10.0,4,2.73
39599,95.0,10.0,9.0,10.0,10.0,10.0,9.0,24,3.53
10962,99.0,10.0,10.0,10.0,10.0,9.0,10.0,21,4.17
28855,94.0,10.0,9.0,10.0,10.0,9.0,10.0,28,1.52
20958,,,,,,,,0,
893,,,,,,,,0,
28617,100.0,10.0,8.0,10.0,10.0,8.0,10.0,1,0.03
32073,91.0,9.0,9.0,10.0,10.0,9.0,9.0,18,0.53
72681,,,,,,,,0,
51568,90.0,10.0,10.0,10.0,10.0,9.0,9.0,6,0.92
16385,83.0,9.0,8.0,9.0,9.0,9.0,9.0,121,2.21
57880,82.0,8.0,8.0,9.0,9.0,9.0,8.0,18,0.94
72299,93.0,9.0,9.0,9.0,10.0,10.0,9.0,4,0.35
33323,87.0,9.0,8.0,10.0,10.0,10.0,9.0,12,4.0
30429,98.0,10.0,10.0,10.0,10.0,9.0,10.0,49,1.72
63550,97.0,10.0,10.0,10.0,10.0,10.0,10.0,6,0.25
59560,,,,,,,,0,
39512,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,4.0
23425,99.0,10.0,10.0,10.0,10.0,9.0,10.0,187,4.02
10460,96.0,10.0,9.0,10.0,9.0,9.0,9.0,25,0.68
44279,100.0,10.0,10.0,10.0,10.0,9.0,9.0,3,1.17
16482,,,,,,,,0,
29954,97.0,9.0,10.0,10.0,10.0,9.0,8.0,6,4.0
42253,89.0,9.0,8.0,10.0,10.0,9.0,9.0,16,0.54
73254,,,,,,,,0,
56025,100.0,10.0,10.0,10.0,10.0,10.0,9.0,2,0.3
2189,,,,,,,,0,
70429,96.0,9.0,10.0,10.0,10.0,8.0,10.0,6,0.36
23578,92.0,10.0,10.0,9.0,9.0,9.0,9.0,82,1.37
62827,,,,,,,,0,
60164,,,,,,,,0,
17743,,,,,,,,0,
45813,87.0,10.0,10.0,9.0,9.0,10.0,10.0,3,0.23
71061,,,,,,,,0,
67658,,,,,,,,0,
18142,,,,,,,,0,
49917,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.06
52351,,,,,,,,0,
49908,,,,,,,,1,1.0
55580,,,,,,,,0,
59544,97.0,10.0,10.0,10.0,10.0,9.0,9.0,7,2.1
8639,96.0,10.0,10.0,10.0,10.0,10.0,10.0,14,0.34
30994,100.0,10.0,10.0,10.0,10.0,6.0,10.0,2,0.07
7497,,,,,,,,0,
9768,,,,,,,,0,
15043,80.0,8.0,10.0,10.0,9.0,10.0,8.0,3,1.22
37248,100.0,10.0,10.0,10.0,10.0,10.0,9.0,22,1.21
72636,80.0,10.0,6.0,10.0,10.0,10.0,9.0,5,0.29
8981,94.0,10.0,10.0,9.0,9.0,9.0,9.0,7,4.2
18828,,,,,,,,0,
68547,,,,,,,,0,
68584,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0
40741,80.0,6.0,7.0,10.0,10.0,10.0,7.0,3,0.08
11912,80.0,10.0,8.0,10.0,10.0,2.0,10.0,1,0.03
58348,89.0,9.0,9.0,9.0,9.0,9.0,9.0,10,0.34
54049,,,,,,,,0,
66799,100.0,8.0,10.0,10.0,10.0,10.0,8.0,1,0.22
49522,,,,,,,,0,
44850,,,,,,,,0,
24291,100.0,10.0,10.0,10.0,9.0,10.0,9.0,4,0.2
13101,,,,,,,,0,
64942,93.0,10.0,10.0,10.0,10.0,10.0,10.0,55,1.7
53867,91.0,10.0,9.0,10.0,10.0,10.0,9.0,52,5.31
30698,98.0,10.0,10.0,10.0,10.0,10.0,10.0,11,0.26
71211,98.0,10.0,10.0,10.0,10.0,10.0,10.0,266,3.22
53040,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,1.88
23544,,,,,,,,0,
2181,,,,,,,,0,
76945,,,,,,,,0,
23834,94.0,10.0,9.0,10.0,10.0,9.0,9.0,47,1.26
25998,98.0,10.0,10.0,10.0,10.0,10.0,10.0,109,2.58
48696,,,,,,,,0,
40328,,,,,,,,0,
61629,,,,,,,,0,
30900,,,,,,,,0,
49245,,,,,,,,0,
24900,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.71
55835,,,,,,,,0,
6132,80.0,10.0,4.0,10.0,10.0,10.0,8.0,1,0.28
66190,60.0,4.0,2.0,10.0,10.0,10.0,6.0,1,0.03
74820,99.0,10.0,10.0,10.0,10.0,10.0,9.0,15,1.68
24933,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.55
45930,80.0,8.0,10.0,8.0,10.0,8.0,10.0,2,1.54
71573,,,,,,,,0,
40351,95.0,10.0,9.0,10.0,10.0,10.0,9.0,30,0.63
22817,,,,,,,,0,
54935,97.0,10.0,9.0,10.0,10.0,9.0,9.0,7,1.03
55209,97.0,10.0,10.0,10.0,10.0,9.0,9.0,27,0.45
23867,,,,,,,,0,
19621,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.1
76684,100.0,10.0,10.0,10.0,10.0,9.0,10.0,5,0.57
18610,99.0,10.0,9.0,10.0,10.0,10.0,10.0,18,0.86
52531,,,,,,,,0,
71435,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6,4.29
27929,100.0,10.0,10.0,10.0,10.0,9.0,10.0,22,1.03
66197,93.0,9.0,9.0,10.0,9.0,10.0,8.0,4,0.23
33865,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.27
10927,93.0,10.0,9.0,9.0,10.0,9.0,9.0,8,0.43
63906,100.0,10.0,9.0,10.0,10.0,9.0,10.0,5,1.39
43786,,,,,,,,0,
62789,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6,3.91
71975,,,,,,,,0,
30520,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,4.0
17042,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,1.62
46771,95.0,9.0,10.0,9.0,10.0,9.0,9.0,11,0.21
65506,100.0,10.0,10.0,10.0,10.0,8.0,10.0,1,0.02
38028,94.0,10.0,9.0,10.0,10.0,9.0,9.0,13,3.68
43620,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,1.11
53691,,,,,,,,0,
64030,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.14
73205,,,,,,,,1,0.03
32676,96.0,10.0,9.0,10.0,10.0,9.0,10.0,39,1.74
62229,,,,,,,,0,
21111,,,,,,,,0,
61279,99.0,10.0,10.0,10.0,10.0,9.0,10.0,42,1.39
63230,100.0,10.0,10.0,10.0,10.0,9.0,10.0,2,0.76
36554,95.0,10.0,10.0,10.0,10.0,9.0,9.0,8,4.53
49607,96.0,10.0,10.0,10.0,10.0,10.0,10.0,127,3.95
63140,89.0,9.0,9.0,10.0,10.0,9.0,9.0,34,1.2
44634,,,,,,,,0,
6771,80.0,7.0,7.0,9.0,9.0,8.0,8.0,3,0.08
38926,88.0,10.0,9.0,10.0,9.0,9.0,9.0,13,3.79
11535,100.0,10.0,10.0,10.0,10.0,9.0,10.0,7,0.95
63745,,,,,,,,2,1.25
50857,93.0,10.0,10.0,9.0,10.0,9.0,10.0,6,2.86
47275,97.0,10.0,10.0,10.0,10.0,8.0,9.0,13,0.23
58758,,,,,,,,0,
73017,,,,,,,,0,
19707,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.18
18338,98.0,10.0,10.0,10.0,10.0,9.0,10.0,31,1.04
18717,88.0,10.0,8.0,10.0,10.0,10.0,9.0,5,0.25
41853,80.0,8.0,8.0,9.0,9.0,10.0,8.0,6,0.31
59170,94.0,10.0,9.0,9.0,10.0,10.0,10.0,23,1.53
1061,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,1.88
59300,,,,,,,,0,
61312,100.0,8.0,10.0,10.0,10.0,10.0,8.0,1,1.0
126,90.0,10.0,9.0,9.0,10.0,10.0,9.0,12,0.19
69936,95.0,10.0,10.0,9.0,10.0,8.0,10.0,46,1.12
7753,90.0,9.0,9.0,10.0,10.0,9.0,9.0,83,2.67
15409,80.0,8.0,4.0,9.0,9.0,7.0,7.0,5,0.87
57518,99.0,10.0,10.0,10.0,10.0,10.0,10.0,29,0.91
3694,,,,,,,,0,
33109,98.0,10.0,10.0,10.0,10.0,10.0,10.0,76,1.27
28965,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,1.18
19562,89.0,9.0,9.0,10.0,10.0,9.0,9.0,48,3.04
54596,79.0,9.0,7.0,9.0,9.0,9.0,9.0,26,1.89
59443,80.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.37
76991,73.0,8.0,7.0,6.0,9.0,8.0,8.0,3,0.42
143,,,,,,,,0,
70434,,,,,,,,1,0.03
58230,90.0,9.0,9.0,10.0,9.0,10.0,9.0,3,0.11
76801,,,,,,,,0,
28305,89.0,9.0,10.0,9.0,9.0,9.0,9.0,19,1.93
29526,80.0,10.0,10.0,10.0,10.0,8.0,8.0,1,0.29
54420,100.0,8.0,8.0,8.0,8.0,8.0,8.0,4,0.33
65976,80.0,8.0,8.0,9.0,8.0,8.0,8.0,5,0.17
23066,,,,,,,,0,
40166,,,,,,,,0,
42966,86.0,9.0,8.0,9.0,9.0,9.0,9.0,24,2.02
15582,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.78
34075,,,,,,,,0,
27129,,,,,,,,0,
17269,,,,,,,,0,
31476,100.0,10.0,10.0,10.0,10.0,8.0,10.0,1,0.21
20682,,,,,,,,0,
70197,90.0,9.0,9.0,10.0,10.0,9.0,9.0,23,1.93
16117,96.0,10.0,10.0,10.0,10.0,9.0,9.0,21,1.33
29127,80.0,9.0,9.0,9.0,9.0,10.0,8.0,4,0.85
19247,,,,,,,,0,
58143,89.0,9.0,9.0,9.0,9.0,10.0,9.0,39,2.37
45622,100.0,10.0,10.0,10.0,10.0,9.0,10.0,17,0.28
44314,90.0,9.0,9.0,9.0,9.0,9.0,9.0,31,1.46
57445,,,,,,,,0,
34168,,,,,,,,0,
789,100.0,9.0,9.0,9.0,10.0,9.0,10.0,3,0.35
74919,95.0,10.0,9.0,10.0,10.0,10.0,10.0,20,0.5
68523,100.0,10.0,7.0,10.0,10.0,10.0,10.0,7,1.03
28642,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,2.0
61330,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,2.0
65459,,,,,,,,0,
47505,,,,,,,,0,
20232,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.79
43141,100.0,10.0,10.0,9.0,10.0,9.0,9.0,4,0.67
66640,93.0,10.0,9.0,10.0,10.0,9.0,9.0,12,0.59
26679,,,,,,,,0,
73049,100.0,10.0,10.0,10.0,10.0,10.0,10.0,15,0.49
45046,98.0,10.0,10.0,10.0,10.0,9.0,10.0,37,1.64
57909,97.0,10.0,10.0,10.0,10.0,10.0,10.0,6,0.23
10467,,,,,,,,0,
2961,98.0,10.0,9.0,10.0,10.0,10.0,10.0,9,0.56
64754,,,,,,,,0,
19413,100.0,10.0,10.0,9.0,10.0,8.0,9.0,4,0.36
12544,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.12
65878,100.0,10.0,10.0,10.0,10.0,9.0,9.0,4,0.6
57795,80.0,8.0,6.0,8.0,10.0,10.0,8.0,1,0.19
30600,,,,,,,,0,
63247,,,,,,,,0,
70700,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1,0.2
35990,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.28
21401,,,,,,,,0,
69330,98.0,10.0,9.0,10.0,10.0,9.0,10.0,8,1.04
21764,,,,,,,,0,
63427,100.0,10.0,10.0,10.0,10.0,9.0,9.0,2,2.0
25236,,,,,,,,0,
48566,80.0,9.0,8.0,9.0,9.0,10.0,8.0,3,0.2
18358,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.07
67208,,,,,,,,1,0.51
34991,98.0,10.0,10.0,10.0,10.0,9.0,10.0,9,1.0
7877,98.0,10.0,10.0,10.0,10.0,10.0,9.0,9,0.52
51943,86.0,9.0,8.0,10.0,9.0,9.0,8.0,24,1.14
27840,,,,,,,,0,
5866,96.0,10.0,10.0,10.0,10.0,9.0,9.0,42,0.94
46271,,,,,,,,0,
38034,,,,,,,,0,
66944,95.0,10.0,10.0,8.0,10.0,10.0,9.0,4,0.34
17972,,,,,,,,0,
37644,90.0,10.0,10.0,10.0,9.0,9.0,10.0,2,0.1
75166,93.0,10.0,9.0,10.0,10.0,9.0,9.0,6,1.38
71979,,,,,,,,0,
59545,,,,,,,,0,
39496,87.0,9.0,10.0,9.0,9.0,9.0,9.0,3,0.07
51547,70.0,10.0,8.0,10.0,8.0,10.0,9.0,4,2.79
64179,95.0,10.0,10.0,10.0,10.0,10.0,10.0,34,1.19
37473,92.0,10.0,9.0,10.0,9.0,10.0,9.0,35,2.27
42678,88.0,9.0,9.0,10.0,10.0,10.0,9.0,28,1.4
57739,80.0,10.0,10.0,10.0,8.0,8.0,10.0,1,0.03
8191,,,,,,,,0,
15345,100.0,10.0,10.0,,10.0,,,1,0.04
19054,93.0,10.0,10.0,10.0,10.0,9.0,9.0,9,0.66
17863,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6,0.34
53082,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.07
28626,92.0,10.0,9.0,9.0,9.0,10.0,10.0,5,0.6
69313,,,,,,,,0,
343,,,,,,,,0,
7470,100.0,10.0,10.0,10.0,10.0,9.0,10.0,3,0.13
45531,100.0,10.0,10.0,10.0,10.0,8.0,8.0,1,0.06
49342,,,,,,,,0,
18659,100.0,10.0,10.0,10.0,10.0,10.0,9.0,2,0.86
18302,94.0,10.0,9.0,10.0,10.0,9.0,10.0,7,0.37
17821,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,1.43
48327,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.14
55624,100.0,10.0,10.0,10.0,10.0,10.0,8.0,1,0.21
19236,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1,0.08
35386,87.0,10.0,10.0,10.0,10.0,10.0,9.0,9,3.29
602,90.0,10.0,9.0,10.0,10.0,9.0,10.0,4,0.16
27298,96.0,10.0,10.0,10.0,10.0,9.0,9.0,45,1.04
27687,98.0,10.0,10.0,10.0,10.0,10.0,10.0,28,1.23
74775,,,,,,,,0,
53299,,,,,,,,0,
3787,94.0,10.0,9.0,10.0,10.0,9.0,10.0,7,0.64
15282,,,,,,,,0,
48521,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.27
68010,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.46
44160,99.0,10.0,10.0,10.0,10.0,10.0,10.0,27,2.36
10678,80.0,10.0,7.0,6.0,9.0,8.0,8.0,2,0.17
56195,87.0,9.0,9.0,8.0,9.0,9.0,9.0,12,0.39
35526,95.0,10.0,10.0,10.0,10.0,10.0,9.0,17,0.92
35207,97.0,10.0,10.0,10.0,10.0,10.0,10.0,34,0.86
50586,,,,,,,,1,1.0
36047,92.0,10.0,8.0,10.0,10.0,10.0,8.0,6,0.86
68430,80.0,8.0,7.0,8.0,9.0,9.0,8.0,2,0.14
11001,,,,,,,,0,
70761,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.26
21215,72.0,8.0,8.0,9.0,6.0,10.0,7.0,5,0.33
2982,96.0,9.0,9.0,10.0,10.0,10.0,10.0,24,0.98
55047,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.77
